file,verdict,engine_verdict,sample_rate,bytes,flags,evidence_error,assertion,coverage.examined_s,coverage.fraction,coverage.mode,coverage.segments,coverage.spans.len,coverage.total_s,duration,idem.R_fhgacm_320_bestphase,idem.R_fhgacm_320_full_bestphase,idem.R_mp3_128_bestphase,idem.R_mp3_128_full_bestphase,idem.R_mp3_320_bestphase,idem.R_mp3_320_full_bestphase,idem.R_mp3_320_phase0,idem.best_phase,idem.d1_best,idem.d1_phase0,idem.n_phases,rolloff_hz,score,telemetry.ai_engine,telemetry.bit_declared,telemetry.bit_effective,telemetry.brickwall,telemetry.brickwall_detail,telemetry.dead_max_run,telemetry.dead_mean_run,telemetry.dead_run_reason,telemetry.edge_two_axis,telemetry.edge_two_axis.edge,telemetry.edge_two_axis.edge_std,telemetry.edge_two_axis.fires,telemetry.edge_two_axis.flatness_db,telemetry.edge_two_axis.n,telemetry.edge_two_axis.width_hz,telemetry.fake_hires,telemetry.fake_hires_db,telemetry.frame_periodicity,telemetry.hf_cutoff,telemetry.hf_sharpness,telemetry.hf_stereo_corr,telemetry.hf_top_db,telemetry.hf_wall,telemetry.idem_move,telemetry.lsb_entropy,telemetry.mid_stereo_corr,telemetry.ms_cond,telemetry.opus_edge.edge,telemetry.opus_edge.edge_std,telemetry.opus_edge.flatness_db,telemetry.opus_edge.joint,telemetry.opus_edge.occ,telemetry.opus_edge.probe,telemetry.opus_edge.width_hz,telemetry.pool_llr,telemetry.probe_convdrop,telemetry.probe_licence_v1,telemetry.probe_licence_v2,telemetry.ratio_raw,telemetry.refmatch,telemetry.sr,telemetry.stereo,telemetry.stereo_conf,telemetry.stereo_corr,telemetry.structural_probes_available,telemetry.threshold_margins,telemetry.top_octave_dbfs,telemetry.top_octave_depth_db,telemetry.va_needles,telemetry.va_needles.brief,telemetry.va_needles.contrast,telemetry.va_needles.va,telemetry.va_needles.void,telemetry.va_needles.wall,telemetry.va_needles.width,windows_used
fd-exchange-v2-2026-08-0112.flac,flagged,SUSPECT,44100,6306774,LOW_ROLLOFF_5.3KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_122;DEADRUN_UNCORROBORATED_7.62,,,60.02,1.0,spread,2/2,2,60.0,0.0,1.1734,7.5566,4.7592,7.1256,1.7839,2.8709,1.9341,55,0.6178519409125398,0.6317906522821758,576,5318.7,—,True,16,16,PASS,"No shelf (16k drop=17.3dB, 20k drop=26.3dB)",122.0,7.62,,,21496.0,96.5,False,0.7,12,1500.0,False,,0.421,22000,10.0,0.18,-29.8,12.8,,1.0,0.772,30.943,21536.0,161.1,0.7,False,,ok,1500.0,,,,,19.65,,44100,PASS,0.0,0.564,True,MEANRUN_SOLO 7.62 vs 8.00 (-0.38),-85.2,72.4,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0113.flac,flagged,SUSPECT,44100,6219783,HF_SEAM_0.75;LOW_ROLLOFF_5.4KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_285;DEAD_STRUCTURE_MEANRUN_14.93;AAC_LATTICE_20pct,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.6435,7.176,4.6475,7.1339,0.7332,0.8438,0.7332,0,0.5177008424464522,0.5177008424464522,576,5372.5,—,True,16,16,PASS,"No shelf (16k drop=16.9dB, 20k drop=37.7dB)",285.0,14.932,,,,,,,,,False,,0.423,20500,32.0,0.199,-52.5,27.9,,1.0,0.772,44.145,20047.0,29.3,0.7,False,,ok,1500.0,,,True,True,17.151,,44100,PASS,0.0,0.5636,True,,-104.9,92.2,,,,DARK_REF,,20220,,5
fd-exchange-v2-2026-08-0114.flac,flagged,SUSPECT,44100,6229234,LOW_ROLLOFF_6.2KHZ;STEREO_AAC_DOUBT_0.00,,,60.02,1.0,spread,2/2,2,60.0,0.0,1.7314,16.0902,5.4241,10.6661,1.9676,14.1331,1.8097,498,0.6715927859997025,0.6888204183362151,576,6201.6,—,True,16,16,PASS,"No shelf (16k drop=19.4dB, 20k drop=17.0dB)",12.0,2.493,,,,,,,,,False,,0.216,22000,4.2,0.037,-18.6,3.0,,1.0,0.038,12.235,,,,False,,ok,,,,,,17.74,,44100,PASS,0.0,0.101,True,,-79.6,61.4,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0115.flac,flagged,SUSPECT,44100,5693659,LOW_ROLLOFF_5.9KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_226;DEAD_STRUCTURE_MEANRUN_8.16,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.7887,9.8454,3.5596,7.6631,1.7958,3.047,2.0522,80,0.420183356961806,0.4340090194710902,576,5867.8,—,True,16,16,PASS,"No shelf (16k drop=16.5dB, 20k drop=31.2dB)",226.0,8.156,,,20451.0,304.8,False,,11,,False,,0.326,22000,11.6,0.653,-35.1,1.8,,1.0,0.873,20.351,20672.0,306.1,22.9,False,,ok,1500.0,,,,,38.102,,44100,PASS,0.0,0.9217,True,MEANRUN_SOLO 8.16 vs 8.00 (+0.16),-91.3,75.2,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0116.flac,convicted,UPSCALE,44100,6322235,PHASE_ISSUE;HF_SEAM_0.72;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_98;DEAD_STRUCTURE_MEANRUN_8.03;MP3_CONJ_BASE_20500;MP3_CONJ_WALLLEG_W38.9_K6.20;OPUS_EDGE_FIRE_20042_W501_F7.9,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.9698,12.5956,5.4039,10.6252,2.2204,3.6541,2.1878,156,0.789785040751158,0.8023092607764352,576,9270.0,—,True,16,16,PASS,"No shelf (16k drop=8.6dB, 20k drop=31.8dB)",98.0,8.027,,,,,,,,,False,,0.216,20500,50.4,0.022,-67.0,38.9,,1.0,0.031,2.027,20042.0,24.1,7.9,True,0.2502,ok,501.0,,,,,48.94,,44100,PHASE_ISSUE,0.0002,-0.2232,True,MEANRUN_SOLO 8.03 vs 8.00 (+0.03);MAXRUN_SOLO 98.00 vs 100.00 (-2.00),-115.7,95.9,,,,MASTERING_EDGE,,20160,1200,5
fd-exchange-v2-2026-08-0117.flac,clear,GENUINE,44100,3762544,LOW_ROLLOFF_6.0KHZ,,,49.27,1.0,whole,1/1,1,49.27,0.0,1.5455,3.7088,2.7534,3.5799,2.0236,2.753,2.0224,573,1.1679174201687552,1.197236936999421,576,5986.2,—,True,16,16,PASS,"No shelf (16k drop=15.2dB, 20k drop=34.1dB)",4.0,2.032,,,,,,,,,False,,0.369,22000,13.6,-0.012,-35.6,1.8,,1.0,-0.057,3.703,,,,False,,ok,,,,,,54.293,,44100,PASS,0.288,0.7858,True,,-92.8,67.2,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0118.flac,flagged,SUSPECT,48000,4504019,HF_DECOUPLED_0.10;HF_SEAM_0.89;AI_SR_48000;LOW_ROLLOFF_3.4KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_89,,,60.02,1.0,spread,2/2,2,60.01,0.0,1.3969,1.3267,1.3643,1.3549,2.492,2.4933,2.7152,530,0.30171837430292753,0.32535519824745274,576,3433.6,—,True,16,16,PASS,"No shelf (16k drop=26.2dB, 20k drop=20.0dB)",89.0,3.39,,,,,,,,,False,,0.342,22000,-2.4,0.167,-20.0,21.9,,1.0,-0.408,19.364,21779.0,2.2,,False,,ok,1500.0,,,,,39.915,,48000,PASS,0.0,0.8045,True,,-93.9,76.7,,,,,,,,5
fd-exchange-v2-2026-08-0119.flac,convicted,UPSCALE,44100,5627373,LOW_ROLLOFF_6.0KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_273;DEAD_STRUCTURE_MEANRUN_7.70;MS_CONDITIONAL_51;AAC_LATTICE_64pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.6017,9.1774,3.5357,7.0645,1.9295,3.0336,2.0066,559,0.3831265659750398,0.39116009424496656,576,6018.5,—,True,16,16,PASS,"No shelf (16k drop=17.1dB, 20k drop=33.5dB)",273.0,7.696,,,20042.0,404.6,False,,9,,False,,0.327,22000,11.5,0.685,-35.5,3.5,,1.0,0.878,50.647,20031.0,170.6,16.1,False,,ok,1500.0,,,True,True,30.479,,44100,PASS,0.0,0.9224,True,MEANRUN_SOLO 7.70 vs 8.00 (-0.30),-94.6,78.5,,,,MASTERING_EDGE,,20607,1287,5
fd-exchange-v2-2026-08-0120.flac,flagged,SUSPECT,96000,5913133,BRICKWALL_20K;AI_SR_96000;LOW_ROLLOFF_5.4KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_230;DEADRUN_UNCORROBORATED_6.39;BAND_LIMIT_LOW_NOWALL_18000HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.2989,0.3313,3.6669,3.6379,3.7635,3.7787,3.9817,547,0.5964236384787116,0.6274784735351043,576,5437.5,—,True,16,16,FAKE_320K,"20kHz shelf (drop=48.4dB, whole-track)",230.0,6.387,,,,,,,,,False,0.9,0.346,18000,1.8,0.116,-48.4,12.7,,1.0,-0.0,11.977,,,,False,,ok,,,,,,1.132,,96000,PASS,0.0,0.0471,True,,-115.7,93.0,,,,,,,,5
fd-exchange-v2-2026-08-0121.flac,convicted,UPSCALE,44100,5856936,BRICKWALL_20K;LOW_ROLLOFF_6.9KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_282;DEADRUN_UNCORROBORATED_7.09;BAND_LIMIT_LOW_NOWALL_19500HZ;AAC_LATTICE_58pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.386,6.4703,5.6721,7.9428,2.064,2.2705,2.1164,30,0.8656019229042123,0.8730916553755895,576,6912.2,—,True,16,16,FAKE_320K,"20kHz shelf (drop=43.4dB, whole-track)",282.0,7.094,,,,,,,,,False,,0.294,19500,16.1,-0.173,-43.4,13.3,,1.0,0.397,41.301,,,,False,,ok,,,,False,True,12.432,,44100,PASS,0.0,-0.0687,True,,-97.6,76.4,,,,MASTERING_EDGE,,18045,1017,5
fd-exchange-v2-2026-08-0122.flac,flagged,SUSPECT,44100,5253134,LOW_ROLLOFF_5.6KHZ;STEREO_AAC_DOUBT_0.00,,,60.02,1.0,spread,2/2,2,60.0,0.0,3.5089,18.5298,4.6531,12.1072,1.6156,9.073,1.6524,489,0.8138437019631849,0.8608838310250849,576,5630.9,—,True,16,16,PASS,"No shelf (16k drop=9.6dB, 20k drop=-9.5dB)",32.0,2.957,,,,,,,,,False,,0.26,22000,5.9,-0.072,-15.8,3.4,,1.0,0.075,31.638,22045.0,0.0,,False,,ok,1500.0,,,,,236.96,,44100,PASS,0.0,0.7416,True,,-81.8,57.6,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0123.flac,convicted,UPSCALE,44100,6848183,BRICKWALL_20K;HF_DECOUPLED_-0.00;HF_SEAM_0.93;LOW_ROLLOFF_6.2KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_263;DEAD_STRUCTURE_MEANRUN_32.86;BAND_LIMIT_LOW_19000HZ_34DB;MS_CONDITIONAL_49;AAC_LATTICE_63pct;MP3_IDEM_R2.14_19000,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.456,7.301,6.3736,8.4871,1.918,1.9263,2.0039,148,0.5016201712842951,0.5138902886076656,576,6233.9,—,True,16,16,FAKE_320K,"20kHz shelf (drop=64.5dB, whole-track)",263.0,32.858,,,,,,,,,False,,0.237,19000,35.2,-0.704,-64.5,34.5,,1.0,0.86,49.157,,,,False,,ok,,,,True,True,7.462,,44100,PASS,0.0,0.9611,True,MS_COND_CEILING 49.16 vs 48.00 (+1.16),-115.7,102.0,,,,MASTERING_EDGE,,18626,867,5
fd-exchange-v2-2026-08-0124.flac,flagged,SUSPECT,44100,4635852,BRICKWALL_20K;HF_SEAM_0.80;LOW_ROLLOFF_7.6KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_197;BAND_LIMIT_LOW_19000HZ_38DB;MS_CONDITIONAL_55,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.7244,9.4875,4.0865,6.9726,2.1694,2.1993,2.1694,0,0.48492152354627005,0.48492152354627005,576,7558.2,—,True,16,16,FAKE_320K,"20kHz shelf (drop=60.7dB, whole-track)",197.0,4.541,,,,,,,,,False,,0.191,19000,38.2,0.96,-60.7,37.8,,1.0,0.894,54.868,,,,False,,ok,,,,,,24.236,,44100,PASS,0.0,0.9208,True,MEANRUN_CEILING 4.54 vs 5.00 (-0.46),-117.0,90.6,,,,DARK_REF,,18777,,5
fd-exchange-v2-2026-08-0125.flac,flagged,SUSPECT,44100,4740374,BRICKWALL_20K;LOW_ROLLOFF_6.2KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_280;DEAD_STRUCTURE_MEANRUN_8.48;BAND_LIMIT_LOW_NOWALL_18000HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.1701,0.8169,2.7665,2.9071,1.9555,2.1024,1.9555,0,0.4080820998515285,0.4080820998515285,576,6169.3,—,True,16,16,FAKE_320K,"20kHz shelf (drop=52.6dB, whole-track)",280.0,8.479,,,,,,,,,False,,0.226,18000,11.5,-0.051,-52.6,11.0,,1.0,0.626,5.178,,,,False,,ok,,,,,,13.289,,44100,PASS,0.0,0.9194,True,MEANRUN_SOLO 8.48 vs 8.00 (+0.48),-115.3,97.0,,,,MASTERING_EDGE,,17442,1351,5
fd-exchange-v2-2026-08-0126.flac,flagged,SUSPECT,44100,4902213,LOW_ROLLOFF_7.6KHZ;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_90;AAC_LATTICE_33pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,1.7787,15.8187,4.4661,10.5945,2.0668,9.2494,2.0825,426,0.6345106801842855,0.6724968557452379,576,7622.8,—,True,16,16,PASS,"No shelf (16k drop=13.6dB, 20k drop=27.1dB)",90.0,2.44,,,,,,,,,False,,0.191,22000,7.4,0.946,-27.5,1.7,,1.0,0.896,41.438,,,,False,,ok,,,,False,False,63.212,,44100,PASS,0.0,0.9213,True,,-86.1,60.0,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0127.flac,flagged,SUSPECT,48000,5082823,FAKE_STEREO;HF_SEAM_0.70;AI_SR_48000;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_525;DEAD_STRUCTURE_MEANRUN_5.21;MS_CONDITIONAL_61,,,60.02,1.0,spread,2/2,2,60.01,0.0,0.9021,13.8807,1.7928,12.7762,2.5639,6.7655,2.9544,190,0.3267036639304385,0.3352692917075989,576,10769.5,—,True,16,16,PASS,"No shelf (16k drop=11.5dB, 20k drop=24.2dB)",525.0,5.206,,,,,,,,,False,,0.341,21000,21.8,1.0,-40.1,15.9,,1.0,1.0,61.082,20924.0,160.1,4.7,False,,ok,759.0,,,,,68.203,,48000,FAKE_STEREO,0.0,0.9968,True,MEANRUN_CEILING 5.21 vs 5.00 (+0.21),-68.8,58.2,,,,,,,,5
fd-exchange-v2-2026-08-0128.flac,flagged,SUSPECT,44100,4381095,BRICKWALL_20K;HF_DECOUPLED_0.14;HF_SEAM_0.68;LOW_ROLLOFF_7.1KHZ;BAND_LIMIT_LOW_16000HZ_29DB;LOWBAND_WALL_SHADOW_28.7,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.5373,0.5411,4.0718,4.0543,2.3057,2.3233,2.3305,85,0.7331410041913932,0.7364367534440673,576,7062.9,—,True,16,16,FAKE_320K,"20kHz shelf (drop=55.2dB, whole-track)",32.0,2.778,,,,,,,,,False,,0.362,16000,14.3,-0.108,-60.1,28.7,,1.0,0.069,4.807,,,,False,,ok,,,,,,6.316,,44100,PASS,0.1931,0.5717,True,,-114.2,87.0,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0129.flac,flagged,SUSPECT,44100,6639165,HF_SEAM_0.69;LOW_ROLLOFF_6.5KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_242;DEADRUN_UNCORROBORATED_7.34,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.8825,14.0624,4.7267,10.3431,1.1536,1.8799,1.1536,0,0.7102820395226029,0.7102820395226029,576,6546.1,—,True,16,16,PASS,"No shelf (16k drop=15.2dB, 20k drop=32.8dB)",242.0,7.345,,,20241.0,103.2,False,,11,,False,,0.214,21000,32.8,-0.136,-52.0,19.2,,1.0,0.786,5.952,20263.0,60.8,22.7,False,,ok,1566.0,,,,,19.348,,44100,PASS,0.0,0.8098,True,,-95.1,79.5,,,,DARK_REF,,20322,,5
fd-exchange-v2-2026-08-0130.flac,flagged,SUSPECT,44100,4221609,FAKE_STEREO;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_280;MS_CONDITIONAL_60;AAC_LATTICE_14pct,,,60.02,1.0,spread,2/2,2,60.0,0.0,2.9324,17.3073,2.1913,13.759,2.3221,16.5762,2.2154,546,0.2879359442245169,0.30544150553072047,576,9829.9,—,True,16,16,PASS,"No shelf (16k drop=10.8dB, 20k drop=16.7dB)",280.0,2.551,,,21528.0,157.7,False,3.4,12,1500.0,False,,0.208,22000,9.2,0.988,-20.3,11.1,,1.0,1.0,59.73,21673.0,167.7,,False,,ok,1500.0,,,False,True,185.491,,44100,FAKE_STEREO,0.0001,0.9998,True,,-72.8,51.3,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0131.flac,flagged,SUSPECT,44100,5701442,BRICKWALL_20K;HF_DECOUPLED_-0.03;HF_SEAM_0.70;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_235;DEADRUN_UNCORROBORATED_5.33;BAND_LIMIT_LOW_NOWALL_18000HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.0543,1.0315,3.3361,3.6085,2.4971,2.5169,2.0466,398,0.5206065058934406,0.5662107087847843,576,8214.9,—,True,16,16,FAKE_320K,"20kHz shelf (drop=65.4dB, whole-track)",235.0,5.331,,,,,,,,,False,,0.275,18000,23.8,0.024,-69.0,12.0,,1.0,0.099,8.557,,,,False,,ok,,,,,,4.913,,44100,PASS,0.0,0.7116,True,MEANRUN_CEILING 5.33 vs 5.00 (+0.33),-115.2,98.8,,,,MASTERING_EDGE,,17065,1174,5
fd-exchange-v2-2026-08-0132.flac,flagged,SUSPECT,44100,5995058,BRICKWALL_20K;HF_SEAM_0.98;LOW_ROLLOFF_6.2KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_226;DEAD_STRUCTURE_MEANRUN_30.61;BAND_LIMIT_LOW_17500HZ_50DB;MP3_IDEM_R3.37_17500;LOWBAND_WALL_SHADOW_50.1,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.2093,4.4831,5.0023,6.7077,1.5054,1.6029,1.5763,162,0.7328801881461698,0.7485248070487937,576,6244.6,—,True,16,16,FAKE_320K,"20kHz shelf (drop=64.3dB, whole-track)",226.0,30.614,,,,,,,,,False,,0.489,17500,-0.3,-0.01,-64.3,50.1,,1.0,-0.618,17.122,,,,False,,ok,,,,,,17.017,,44100,PASS,0.0,0.8709,True,,-116.1,104.5,,,,MASTERING_EDGE,,17270,1292,5
fd-exchange-v2-2026-08-0133.flac,flagged,SUSPECT,44100,5330514,HF_SEAM_0.87;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;AAC_LATTICE_63pct;MP3_IDEM_R2.74_20500,,,60.02,1.0,spread,2/2,2,60.0,0.0,0.8444,9.782,6.3659,9.4802,2.7467,2.8149,2.7654,189,0.7520198182208883,0.7685109265139926,576,10314.4,—,True,16,16,PASS,"No shelf (16k drop=11.3dB, 20k drop=37.3dB)",40.0,2.863,,,,,,,,,False,,0.178,21000,29.8,-0.062,-56.1,18.8,,1.0,-0.434,29.09,,,,False,,ok,,,,False,False,22.375,,44100,PASS,0.0,0.7657,True,,-115.9,88.3,,,,MASTERING_EDGE,,18626,1405,5
fd-exchange-v2-2026-08-0134.flac,flagged,SUSPECT,44100,5283704,BRICKWALL_20K;HF_SEAM_0.82;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;BAND_LIMIT_LOW_19000HZ_31DB,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.5585,7.7907,5.6898,7.8932,2.0942,2.1583,2.0942,0,0.6251183182922364,0.6251183182922364,576,10357.5,—,True,16,16,FAKE_320K,"20kHz shelf (drop=56.8dB, whole-track)",38.0,2.857,,,,,,,,,False,,0.178,19000,31.6,-0.052,-56.8,31.2,,1.0,-0.43,44.095,,,,False,,ok,,,,,,17.834,,44100,PASS,0.0,0.7641,True,,-115.9,87.6,,,,MASTERING_EDGE,,18174,942,5
fd-exchange-v2-2026-08-0135.flac,flagged,SUSPECT,44100,4813637,BRICKWALL_20K;HF_SEAM_0.71;LOW_ROLLOFF_6.0KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_244;DEAD_STRUCTURE_MEANRUN_8.14;BAND_LIMIT_LOW_NOWALL_18500HZ,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.2656,0.9812,2.9292,3.0932,1.9871,2.0263,1.8645,397,0.42523513021633025,0.44881563108183004,576,6029.3,—,True,16,16,FAKE_320K,"20kHz shelf (drop=57.6dB, whole-track)",244.0,8.143,,,,,,,,,False,,0.226,18500,22.9,-0.048,-62.2,11.2,,1.0,0.628,4.113,,,,False,,ok,,,,,,12.63,,44100,PASS,0.0,0.9193,True,MEANRUN_SOLO 8.14 vs 8.00 (+0.14),-115.9,97.6,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0136.flac,flagged,SUSPECT,44100,6526708,BRICKWALL_20K;HF_SEAM_0.95;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_223;DEAD_STRUCTURE_MEANRUN_33.65;BAND_LIMIT_LOW_17500HZ_39DB;AAC_LATTICE_14pct;MP3_IDEM_R4.19_17500;LOWBAND_WALL_SHADOW_39.3,,,60.02,1.0,spread,2/2,2,60.0,0.0,-0.3919,3.8355,6.9037,8.0999,1.5485,2.3203,1.9048,378,0.7582905021535263,0.7786710119127068,576,9840.7,—,True,16,16,FAKE_320K,"20kHz shelf (drop=68.5dB, whole-track)",223.0,33.655,,,,,,,,,False,,0.263,17500,-0.1,0.309,-68.7,39.3,,1.0,-0.564,35.659,,,,False,,ok,,,,True,True,5.938,,44100,PASS,0.0,0.1579,True,,-115.8,99.9,,,,MASTERING_EDGE,,17248,937,5
fd-exchange-v2-2026-08-0137.flac,flagged,SUSPECT,48000,5951270,AI_SR_48000;LOW_ROLLOFF_5.4KHZ;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_275;DEAD_STRUCTURE_MEANRUN_8.55,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.6811,8.3007,5.4753,7.9783,2.9296,5.8003,2.9398,537,0.6170054437973106,0.6317816936242839,576,5414.1,—,True,16,16,PASS,"No shelf (16k drop=16.9dB, 20k drop=24.2dB)",275.0,8.554,,,,,,,,,False,,0.207,22000,0.9,0.146,-24.2,-0.4,,1.0,0.732,15.974,23994.0,327.9,,False,,ok,1500.0,,,,,28.059,,48000,PASS,0.0,0.7034,True,,-78.9,66.9,,,,,,,,5
fd-exchange-v2-2026-08-0138.flac,flagged,SUSPECT,44100,6927296,BRICKWALL_20K;HF_DECOUPLED_0.13;HF_SEAM_0.81;LOW_ROLLOFF_6.4KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_188;DEAD_STRUCTURE_MEANRUN_22.07;BAND_LIMIT_LOW_19000HZ_37DB,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.553,10.1561,6.0772,9.5743,1.9387,2.003,1.9387,0,0.5022913220328831,0.5022913220328831,576,6395.4,—,True,16,16,FAKE_320K,"20kHz shelf (drop=57.7dB, whole-track)",188.0,22.072,,,,,,,,,False,,0.238,19000,37.6,-0.688,-62.0,36.6,,1.0,0.858,43.23,,,,False,,ok,,,,,,7.204,,44100,PASS,0.0,0.9603,True,,-115.0,101.3,,,2.8,silent,47.9,18777,205,5
fd-exchange-v2-2026-08-0139.flac,flagged,SUSPECT,44100,6939719,BRICKWALL_20K;HF_DECOUPLED_0.13;HF_SEAM_0.76;LOW_ROLLOFF_6.4KHZ;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEAD_STRUCTURE_MAXRUN_122;DEAD_STRUCTURE_MEANRUN_20.53;MP3_CONJ_BASE_20000,,,60.0,1.0,whole,1/1,1,60.0,0.0,0.8549,12.7328,6.4697,11.0512,1.7733,2.3721,1.7038,248,0.5256239503159968,0.5349304736717264,576,6449.2,—,True,16,16,FAKE_320K,"20kHz shelf (drop=47.6dB, whole-track)",122.0,20.531,,,,,,,,,False,,0.254,20000,45.3,-0.706,-64.3,13.6,,1.0,0.861,23.736,20053.0,13.7,1.5,False,,ok,1500.0,,,,,7.276,,44100,PASS,0.0,0.9607,True,,-112.0,98.2,,,,MASTERING_EDGE,,20031,1400,5
fd-exchange-v2-2026-08-0140.flac,flagged,SUSPECT,44100,5423981,STEREO_AAC_DOUBT_0.00,,,60.02,1.0,spread,2/2,2,60.0,0.0,4.749,22.0153,5.7989,14.9756,1.8168,12.7441,1.762,211,0.9251155948682134,0.9432774203008316,576,9474.6,—,True,16,16,PASS,"No shelf (16k drop=13.8dB, 20k drop=9.4dB)",4.0,2.0,,,,,,,,,False,,0.369,22000,-4.8,-0.014,-9.4,8.4,,1.0,0.22,26.189,,,,False,,ok,,,,,,105.425,,44100,PASS,0.0001,0.594,True,,-80.3,51.3,,,,NO_WALL,,,,5
fd-exchange-v2-2026-08-0141.flac,convicted,UPSCALE,44100,5941136,HF_SEAM_0.73;CNN_DOUBT;STEREO_AAC_DOUBT_0.00;DEADRUN_UNCORROBORATED_94;DEADRUN_UNCORROBORATED_5.96;MP3_CONJ_BASE_20500;MP3_CONJ_WALLLEG_W42.9_K5.17,,,60.0,1.0,whole,1/1,1,60.0,0.0,1.2064,15.8563,1.8939,14.4808,2.5569,2.9784,2.5338,113,0.34504069807008386,0.35275715447737077,576,13770.5,—,True,16,16,PASS,"No shelf (16k drop=6.0dB, 20k drop=24.2dB)",94.0,5.956,,,,,,,,,False,,0.185,20500,62.7,1.0,-74.8,42.9,,1.0,0.993,19.984,20039.0,16.2,27.6,False,,ok,537.0,,,,,145.298,,44100,PASS,0.0,0.9878,True,,-112.4,91.5,,1.0,20.0,silent,55.3,20274,269,5
