file,corpus,label,score,verdict,cutoff_hz,cutoff_std_hz,cassette_reasons,rule11,rule1,evidence_families
fd-exchange-v2-2026-08-0414.flac,fd-exchange-v2,,56,FAKE_CERTAIN,18750.0,nan,"R11B: Natural cassette roll-off (-3.9 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 256 kbps | R2: Cutoff 18750 Hz < 20000 Hz (+6pts) | R14: high-frequency variation collapses at 18637 Hz (0.76) — independent witness, no points | R15: the stereo side channel dies in runs of 16 bins above 10 kHz — independent witness, no points",0,50,spectral+stereo+temporal
fd-exchange-v2-2026-08-0416.flac,fd-exchange-v2,,73,FAKE_CERTAIN,18250.0,nan,"R11B: Natural cassette roll-off (-3.8 dB/kHz) (likely cassette) | R2: Cutoff 18250 Hz < 22000 Hz (+19pts) | R13: MDCT quantisation grid detected (kbd window) — hole density 4.6x higher at frame alignment 0 than at any other (+55pts) | R14: high-frequency variation collapses at 18164 Hz (0.76) — independent witness, no points | R15: the stereo side channel dies in runs of 31 bins above 10 kHz — independent witness, no points",0,0,mdct+stereo+temporal
fd-exchange-v2-2026-08-0424.flac,fd-exchange-v2,,55,SUSPICIOUS,21250.0,nan,,,0,mdct
fd-exchange-v2-2026-08-0431.flac,fd-exchange-v2,,52,WARNING,15500.0,nan,"R11B: Natural cassette roll-off (-3.6 dB/kHz) (likely cassette) | R2: Cutoff 15500 Hz < 20000 Hz (+22pts) | R14: high-frequency variation collapses at 21813 Hz (0.85) — independent witness, no points | R15: the stereo side channel dies in runs of 7 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.99 [raw 0.97], 3 windows, confidence=very high, +30pts)",0,0,cnn+spectral+stereo+temporal
fd-exchange-v2-2026-08-0436.flac,fd-exchange-v2,,31,WARNING,21500.0,nan,,,0,cnn+stereo+temporal
fd-exchange-v2-2026-08-0452.flac,fd-exchange-v2,,37,WARNING,18500.0,nan,"R11B: Natural cassette roll-off (-3.1 dB/kHz) (likely cassette) | R2: Cutoff 18500 Hz < 20000 Hz (+8pts) | R14: high-frequency variation collapses at 18831 Hz (0.66) — independent witness, no points | R15: the stereo side channel dies in runs of 14 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.97 [raw 0.94], 3 windows, confidence=very high, +30pts)",0,0,cnn+stereo+temporal
fd-exchange-v2-2026-08-0461.flac,fd-exchange-v2,,43,WARNING,17250.0,nan,,0,0,cnn+stereo+temporal
fd-exchange-v2-2026-08-0464.flac,fd-exchange-v2,,79,FAKE_CERTAIN,18250.0,nan,"R11B: Natural cassette roll-off (-4.8 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 224 kbps | R2: Cutoff 18250 Hz < 20000 Hz (+9pts) | R15: the stereo side channel dies in runs of 7 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.82 [raw 0.80], 3 windows, confidence=high, +21pts)",0,50,cnn+spectral+stereo
fd-exchange-v2-2026-08-0467.flac,fd-exchange-v2,,31,WARNING,22050.0,nan,,,0,cnn+stereo
fd-exchange-v2-2026-08-0491.flac,fd-exchange-v2,,55,SUSPICIOUS,22050.0,nan,,,0,mdct
fd-exchange-v2-2026-08-0498.flac,fd-exchange-v2,,86,FAKE_CERTAIN,18750.0,nan,"R11B: Natural cassette roll-off (-5.2 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 256 kbps | R2: Cutoff 18750 Hz < 20000 Hz (+6pts) | R15: the stereo side channel dies in runs of 5 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.99 [raw 0.97], 3 windows, confidence=very high, +30pts)",0,50,cnn+spectral+stereo
fd-exchange-v2-2026-08-0500.flac,fd-exchange-v2,,90,FAKE_CERTAIN,18000.0,nan,"R11B: Natural cassette roll-off (-4.5 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 224 kbps | R2: Cutoff 18000 Hz < 20000 Hz (+10pts) | R14: high-frequency variation collapses at 18669 Hz (0.75) — independent witness, no points | R15: the stereo side channel dies in runs of 2 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.99 [raw 0.97], 3 windows, confidence=very high, +30pts)",0,50,cnn+spectral+stereo+temporal
fd-exchange-v2-2026-08-0502.flac,fd-exchange-v2,,48,WARNING,16250.0,nan,R11B: Natural cassette roll-off (-4.0 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 160 kbps | R2: Cutoff 16250 Hz < 20000 Hz (+19pts) | R10: High cutoff variance (1125 Hz) -> Likely dynamic mastering (-20pts),0,50,spectral
fd-exchange-v2-2026-08-0503.flac,fd-exchange-v2,,7,AUTHENTIC,18500.0,nan,R11B: Natural cassette roll-off (-3.7 dB/kHz) (likely cassette) | R2: Cutoff 18500 Hz < 20000 Hz (+8pts),0,0,
fd-exchange-v2-2026-08-0508.flac,fd-exchange-v2,,52,WARNING,15500.0,nan,,0,0,cnn+spectral+stereo+temporal
fd-exchange-v2-2026-08-0511.flac,fd-exchange-v2,,63,FAKE_CERTAIN,17250.0,nan,"R11B: Natural cassette roll-off (-5.4 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 192 kbps | R2: Cutoff 17250 Hz < 20000 Hz (+14pts) | R14: high-frequency variation collapses at 17259 Hz (0.91) — independent witness, no points | R15: the stereo side channel dies in runs of 4 bins above 10 kHz — independent witness, no points",0,50,spectral+stereo+temporal
fd-exchange-v2-2026-08-0516.flac,fd-exchange-v2,,33,WARNING,16000.0,nan,"R11B: Natural cassette roll-off (-5.9 dB/kHz) (likely cassette) | R2: Cutoff 16000 Hz < 20000 Hz (+20pts) | R14: high-frequency variation collapses at 21092 Hz (0.83) — independent witness, no points | R15: the stereo side channel dies in runs of 3 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.69 [raw 0.71], 3 windows, spread 0.41, confidence=moderate, +13pts)",0,0,spectral+stereo+temporal
fd-exchange-v2-2026-08-0537.flac,fd-exchange-v2,,7,AUTHENTIC,18500.0,nan,"R11B: Natural cassette roll-off (-4.9 dB/kHz) (likely cassette) | R2: Cutoff 18500 Hz < 20000 Hz (+8pts) | R14: high-frequency variation collapses at 18475 Hz (0.74) — independent witness, no points | R15: the stereo side channel dies in runs of 4 bins above 10 kHz — independent witness, no points",0,0,stereo+temporal
fd-exchange-v2-2026-08-0539.flac,fd-exchange-v2,,57,FAKE_CERTAIN,18500.0,nan,"R11B: Natural cassette roll-off (-4.9 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 256 kbps | R2: Cutoff 18500 Hz < 20000 Hz (+8pts) | R14: high-frequency variation collapses at 18475 Hz (0.77) — independent witness, no points | R15: the stereo side channel dies in runs of 4 bins above 10 kHz — independent witness, no points",0,50,spectral+stereo+temporal
fd-exchange-v2-2026-08-0559.flac,fd-exchange-v2,,0,AUTHENTIC,22050.0,nan,,,0,
fd-exchange-v2-2026-08-0564.flac,fd-exchange-v2,,111,FAKE_CERTAIN,18750.0,nan,"R11B: Natural cassette roll-off (-4.7 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 256 kbps | R2: Cutoff 18750 Hz < 20000 Hz (+6pts) | R13: MDCT quantisation grid detected (kbd window) — hole density 3.2x higher at frame alignment 0 than at any other (+55pts) | R15: the stereo side channel dies in runs of 11 bins above 10 kHz — independent witness, no points",0,50,mdct+spectral+stereo
fd-exchange-v2-2026-08-0577.flac,fd-exchange-v2,,87,FAKE_CERTAIN,18500.0,nan,"R11B: Natural cassette roll-off (-4.2 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 256 kbps | R2: Cutoff 18500 Hz < 20000 Hz (+8pts) | R15: the stereo side channel dies in runs of 5 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.98 [raw 0.95], 3 windows, confidence=very high, +30pts)",0,50,cnn+spectral+stereo
002-03-Hraach-Let-it-go.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
003-01-Thor-Dari-lullaby.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
010-06-Jon-Hassell-These-times.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,audit_corpus,genuine,0,AUTHENTIC,21000.0,nan,,,0,
020-06-Bola-Tigantabame.flac,audit_corpus,genuine,0,AUTHENTIC,20500.0,nan,,,0,
023-01-Yusef-Lateef-Buddy-and-lou.flac,audit_corpus,genuine,0,AUTHENTIC,21000.0,nan,,,0,stereo
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
025-07-Bolalar-Lola.flac,audit_corpus,genuine,0,AUTHENTIC,21500.0,nan,,,0,stereo
027-01-Dimlite-Kitty-Cradle-Fog.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
053-03-Jupiter-Okwess-Ofakombolo.flac,audit_corpus,genuine,0,AUTHENTIC,20500.0,nan,,,0,
054-10-George-Bruns-Two-dogs-and-a-cycle.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
061-07-Black-Truth-Rhythm-Band-Imo.flac,audit_corpus,genuine,61,SUSPICIOUS,17750.0,nan,R11B: Natural cassette roll-off (-5.0 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 224 kbps | R2: Cutoff 17750 Hz < 20000 Hz (+11pts),0,50,spectral
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo.flac,audit_corpus,genuine,0,AUTHENTIC,21250.0,nan,,,0,
067-03-The-Streets-Let-s-push-things-forward.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
070-02-Guts-Good-morning.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja.flac,audit_corpus,genuine,18,AUTHENTIC,16250.0,nan,"R11B: Natural cassette roll-off (-5.9 dB/kHz) (likely cassette) | R2: Cutoff 16250 Hz < 20000 Hz (+19pts) | R14: high-frequency variation collapses at 15999 Hz (0.70) — independent witness, no points | R15: the stereo side channel dies in runs of 7 bins above 10 kHz — independent witness, no points",0,0,stereo+temporal
076-20-Fran-ois-Couperin-O-salutaris.flac,audit_corpus,genuine,0,AUTHENTIC,22050.0,nan,,,0,
078-04-Kat-Onoma-La-chambre.flac,audit_corpus,genuine,0,AUTHENTIC,21500.0,nan,,,0,
002-03-Hraach-Let-it-go.flac,audit_corpus,mp3_320,77,FAKE_CERTAIN,20000.0,nan,,,50,cnn+spectral+stereo
003-01-Thor-Dari-lullaby.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20250.0,nan,,,50,cnn+spectral+stereo+temporal
010-06-Jon-Hassell-These-times.flac,audit_corpus,mp3_320,0,AUTHENTIC,20250.0,nan,,,0,temporal
011-07-Ensemble-National-des-Percussions-de-Guin-e-K.flac,audit_corpus,mp3_320,31,WARNING,20250.0,nan,,,0,cnn+stereo+temporal
020-06-Bola-Tigantabame.flac,audit_corpus,mp3_320,50,WARNING,20000.0,nan,,,50,cnn+spectral+stereo+temporal
023-01-Yusef-Lateef-Buddy-and-lou.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20250.0,nan,,,50,cnn+spectral+stereo+temporal
024-15-Jordi-Savall-Concert-li-la-rougeville-gigue.flac,audit_corpus,mp3_320,23,AUTHENTIC,20250.0,nan,,,0,cnn+stereo+temporal
025-07-Bolalar-Lola.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20250.0,nan,,,50,cnn+spectral+stereo
027-01-Dimlite-Kitty-Cradle-Fog.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20250.0,nan,,,50,cnn+spectral+stereo
028-04-Lisu-Yue-phue-alcool-de-ma-s.flac,audit_corpus,mp3_320,0,AUTHENTIC,22050.0,nan,,,0,
038-11-Red-Hot-Chili-Peppers-This-velvet-glove.flac,audit_corpus,mp3_320,31,WARNING,20250.0,nan,,,0,cnn
053-03-Jupiter-Okwess-Ofakombolo.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20250.0,nan,,,50,cnn+spectral+stereo
054-10-George-Bruns-Two-dogs-and-a-cycle.flac,audit_corpus,mp3_320,31,WARNING,20000.0,nan,,,0,cnn+stereo+temporal
061-07-Black-Truth-Rhythm-Band-Imo.flac,audit_corpus,mp3_320,87,FAKE_CERTAIN,17250.0,nan,"R11B: Natural cassette roll-off (-5.4 dB/kHz) (likely cassette) | Constant MP3 bitrate detected (Spectral): 192 kbps | R2: Cutoff 17250 Hz < 20000 Hz (+14pts) | R15: the stereo side channel dies in runs of 21 bins above 10 kHz — independent witness, no points | R12: CNN classifier flags transcode (p=0.86 [raw 0.83], 3 windows, confidence=high, +24pts)",0,50,cnn+spectral+stereo
064-01-Blank-Jones-Feat-Mike-Francis-Someone-like-yo.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20000.0,nan,,,50,cnn+spectral+stereo+temporal
067-03-The-Streets-Let-s-push-things-forward.flac,audit_corpus,mp3_320,31,WARNING,20250.0,nan,,,0,cnn+stereo
068-08-Eddie-Palmieri-Cal-Tjader-Bamboleate.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20000.0,nan,,,50,cnn+spectral+stereo+temporal
070-02-Guts-Good-morning.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20000.0,nan,,,50,cnn+spectral+stereo
071-01-Jaipur-Kawa-Brass-Band-Piya-tu-ab-aaja.flac,audit_corpus,mp3_320,18,AUTHENTIC,16250.0,nan,"R11B: Natural cassette roll-off (-6.0 dB/kHz) (likely cassette) | R2: Cutoff 16250 Hz < 20000 Hz (+19pts) | R15: the stereo side channel dies in runs of 10 bins above 10 kHz — independent witness, no points",0,0,stereo
076-20-Fran-ois-Couperin-O-salutaris.flac,audit_corpus,mp3_320,0,AUTHENTIC,22050.0,nan,,,0,
078-04-Kat-Onoma-La-chambre.flac,audit_corpus,mp3_320,80,FAKE_CERTAIN,20000.0,nan,,,50,cnn+spectral+stereo
